h3_02,mean_DOY_max,std_DOY_max,mean_DOY_peak,std_DOY_peak,lng,lat
820007fffffffff,183.0,0.0,30.0,15.556349186104045,38.027954689210915,79.25177459109035
82001ffffffffff,118.66666666666667,71.87007508210696,45.375,16.833745869532425,50.523674736826095,81.03848255534811
820027fffffffff,112.0,62.07253821135398,78.0,11.313708498984761,29.600681327773565,77.19399898495597
82002ffffffffff,91.40350877192982,56.703760157859904,61.05769230769231,24.454370042550245,22.595539289311112,79.65840440362632
82004ffffffffff,122.25,57.44265915597128,62.0,38.16947852550636,-34.79834391852872,84.36126652456497
820067fffffffff,108.16666666666667,71.76744851718408,61.4,54.18763696637823,-6.247567572862153,80.96111625671124
82006ffffffffff,104.89473684210526,49.058761758356255,72.73134328358209,34.43992665741681,-24.512414564182333,81.91025310118522
820087fffffffff,102.5,106.77312395916867,22.0,,74.9113037520116,77.15979474256645
82008ffffffffff,,,,,80.72401774802684,79.89441387813707
820097fffffffff,176.44736842105263,21.60417548283271,81.27777777777777,34.65766285789106,81.99024309334878,74.69290458318693
82009ffffffffff,140.0,74.47818472546173,55.0,1.4142135623730951,88.1865263481808,77.2420638789918
8200a7fffffffff,128.46,62.931193394379676,42.77777777777778,27.295428262630427,62.73886042856746,76.46511996000737
8200affffffffff,134.0,66.34455516468552,51.0,14.071247279470288,64.83286355924874,79.34234070885736
8200b7fffffffff,146.1818181818182,63.07268534289337,60.09090909090909,23.471065359094993,71.20572462874229,74.4032994836545
8200d7fffffffff,183.0,,,,90.81848763515943,82.49462759257179
8200f7fffffffff,110.5,83.73171442171717,44.0,18.110770276274835,68.5472605945598,82.2497680983409
820127fffffffff,156.52,32.78488046488464,102.0,41.43981692727771,24.357445241443248,70.69456912703434
820137fffffffff,163.47560975609755,40.09409476230624,69.47727272727273,38.15542793314078,32.293492901094126,70.32031387880089
820157fffffffff,92.95121951219512,50.02646860388618,67.78048780487805,19.191811007721434,17.01511912451366,77.28185485162669
82015ffffffffff,97.2,65.34008200017408,54.266666666666666,15.424779075364727,7.424665218416564,79.32196770403874
820187fffffffff,139.39583333333334,51.53261188528385,57.22222222222222,42.790477912731944,52.918746208520346,72.52218335760773
82018ffffffffff,142.55,56.51406438829374,33.529411764705884,18.010821910239216,52.43990928465093,75.29446624834699
820197fffffffff,91.34146341463415,58.70119664712875,44.078947368421055,26.28984140355704,60.465639137863825,70.89829545164343
82019ffffffffff,129.46428571428572,61.268977191867386,42.8,36.7967389859482,61.39753444676153,73.6449853817932
8201b7fffffffff,105.07142857142857,54.67339292727217,56.785714285714285,24.916686574287315,53.10959500701393,69.82186878611414
820207fffffffff,87.95652173913044,5.596088413668679,89.17391304347827,5.482635181876449,-107.38668872253497,79.22046392765274
82020ffffffffff,82.97222222222223,6.2663245336632025,84.19444444444444,6.106193782047239,-98.69605789146034,77.0719535852298
820217fffffffff,93.21052631578948,7.721391263298063,94.3157894736842,7.35642298024845,-121.0990490044932,78.11520193082025
82021ffffffffff,91.67368421052632,6.734228391350839,93.2,6.574612681739786,-111.08267367478946,76.42395015828444
820227fffffffff,90.0,4.546060565661952,91.0,4.163331998932265,-101.18171098474508,81.94494073490236
82022ffffffffff,81.36,7.806394685115401,82.73,7.686870611502434,-91.6906468024921,79.61446906663231
820247fffffffff,81.86138613861387,11.595714469553222,82.18811881188118,6.162325650737923,-81.169991936193,74.38425681766743
82024ffffffffff,74.99557522123894,7.537460690952223,76.33185840707965,7.361796465377192,-78.05969857773223,71.54830938730184
820257fffffffff,81.32478632478633,6.583455045937532,82.8974358974359,6.3563498191865335,-92.39635256070666,74.65179632237479
82025ffffffffff,76.4327485380117,6.23838997337649,77.83625730994152,6.0212443528669,-87.70175197974743,72.02981930018896
820267fffffffff,79.53488372093024,31.28771920738939,73.63414634146342,20.36265711733242,-72.70325080522757,76.44979951724731
820277fffffffff,78.65546218487395,9.53444866980347,79.29411764705883,6.230532992920621,-85.4658204093328,77.08967274317632
82028ffffffffff,101.93103448275862,6.519900276603795,102.71724137931035,6.40171792077445,-122.39474064633076,72.36138474140532
82029ffffffffff,99.24590163934427,20.983847548138,103.8103448275862,10.814961852868825,-129.8515947065772,70.83659995406829
8202affffffffff,96.77464788732394,8.962138110802725,97.83098591549296,8.585678965568116,-121.81705302382865,75.24931087925215
8202c7fffffffff,92.20338983050847,8.499558132265443,92.43502824858757,11.516170159442892,-106.8479280580293,71.54215561857924
8202cffffffffff,84.06060606060606,6.880393180401071,85.58333333333333,6.810456337252923,-101.31055916947113,69.26725377307399
8202d7fffffffff,100.90243902439025,8.713729039238327,101.32317073170732,10.38163549393611,-115.38467434538705,70.65533944023451
