h3_02,mean_DOY_peak,std_DOY_peak,mean_seasonality
820007fffffffff,77.4,5.9292120518291105,172.30862426757812
82001ffffffffff,81.06611570247934,7.324315141124211,144.5784912109375
820027fffffffff,64.8,8.29113123420786,350.6419372558594
82002ffffffffff,75.18716577540107,8.324871789468016,283.10809326171875
82004ffffffffff,80.85714285714286,0.3527378107513292,338.98187255859375
820067fffffffff,77.44444444444444,6.4051261522034855,187.4844512939453
82006ffffffffff,94.07317073170732,35.52471135469485,395.25885009765625
820087fffffffff,64.66666666666667,3.7859388972001824,585.8386840820312
82008ffffffffff,79.77777777777777,14.754472015102554,299.7642517089844
820097fffffffff,58.326530612244895,4.185826625684626,1981.248046875
82009ffffffffff,63.5,6.303716531163434,783.3253173828125
8200a7fffffffff,67.29411764705883,5.8964984455391205,262.5164489746094
8200affffffffff,76.46428571428571,5.210261547832833,161.3117218017578
8200b7fffffffff,58.05263157894737,2.548936253300936,1963.4241943359375
8200d7fffffffff,77.22222222222223,5.190803834132479,166.70343017578125
8200f7fffffffff,77.0,3.94002658922621,149.2600555419922
82010ffffffffff,151.0,1.4142135623730951,932.601806640625
820127fffffffff,146.64953271028037,25.264303804557372,2685.123291015625
820137fffffffff,150.208,9.634695368236075,2692.1201171875
820157fffffffff,73.88059701492537,23.550312411483787,635.9563598632812
82015ffffffffff,73.05714285714286,9.915418697680424,427.4205017089844
820177fffffffff,146.0,,886.49072265625
820187fffffffff,70.62962962962963,33.66936216993569,1299.38623046875
82018ffffffffff,69.75510204081633,15.006291197701183,630.3642578125
820197fffffffff,123.35384615384615,57.78906437673534,2334.202880859375
82019ffffffffff,61.54237288135593,4.116082980206006,635.447998046875
8201b7fffffffff,108.77049180327869,52.069630765806586,1705.1488037109375
820207fffffffff,67.12941176470588,2.894116508391751,688.0054321289062
82020ffffffffff,66.06363636363636,15.918902507274632,894.1796264648438
820217fffffffff,67.90243902439025,4.247380828515266,765.9510498046875
82021ffffffffff,65.20673076923077,16.661754432174376,1021.7877197265625
820227fffffffff,82.8125,5.192542729723079,250.3162384033203
82022ffffffffff,106.70567375886525,45.38520660270323,726.6631469726562
820247fffffffff,63.675257731958766,6.229023342267633,580.3986206054688
82024ffffffffff,55.26234567901235,13.046084144624356,1051.7906494140625
820257fffffffff,62.48360655737705,8.101448944791278,785.3260498046875
82025ffffffffff,56.38257575757576,4.1641051003804685,1071.4837646484375
820267fffffffff,76.52777777777777,28.38535173547119,415.5386047363281
820277fffffffff,80.99236641221374,34.70985289316605,765.456298828125
82028ffffffffff,123.25416666666666,54.40901567525688,1642.926025390625
82029ffffffffff,123.08974358974359,51.384263066064214,2430.234375
8202affffffffff,109.63235294117646,52.69940035129072,1383.0255126953125
8202c7fffffffff,53.264084507042256,3.4921384004180474,1069.6104736328125
8202cffffffffff,51.18604651162791,3.3784350048415477,1344.394775390625
8202d7fffffffff,55.56015037593985,22.456123894266796,1190.6197509765625
8202dffffffffff,73.33656957928802,45.86545104849966,1689.282958984375
8202e7fffffffff,59.141843971631204,4.192819644998012,978.4630737304688
8202effffffffff,56.76923076923077,3.6248655215774965,1162.630859375
8202f7fffffffff,68.15736040609137,36.09215259182086,1200.2618408203125
820347fffffffff,101.590625,40.642464777395304,375.60321044921875
82034ffffffffff,72.90962099125365,23.537838036798867,280.417236328125
820357fffffffff,113.36713286713287,39.979224914112095,415.7283935546875
82035ffffffffff,102.63868613138686,42.49849081254944,478.52777099609375
820367fffffffff,88.64797507788163,29.488621809087263,260.63262939453125
82036ffffffffff,68.17492711370262,3.7888356978053896,221.12281799316406
820377fffffffff,84.72,22.05284932305361,345.0827331542969
820407fffffffff,62.421875,10.110888630463585,1662.0546875
820417fffffffff,134.21719457013575,50.171776503810726,2366.0458984375
82041ffffffffff,80.61538461538461,48.66964808995193,2292.60888671875
820427fffffffff,63.333333333333336,3.708099243547832,1742.57421875
82042ffffffffff,70.5,6.676183683170241,762.132568359375
820437fffffffff,73.74418604651163,35.37694502359775,1998.0828857421875
82045ffffffffff,104.6842105263158,56.56761208361287,1764.5791015625
820487fffffffff,146.30144927536233,7.85120515030016,2377.66650390625
82048ffffffffff,142.4139941690962,5.408789908008237,2844.890380859375
820497fffffffff,143.86880466472303,8.545902237811044,2546.16796875
82049ffffffffff,144.20579710144926,8.340219938437066,2388.707763671875
8204a7fffffffff,143.82798833819243,7.147741497458024,2750.489501953125
8204affffffffff,149.1391304347826,13.475788122433805,2795.03515625
8204b7fffffffff,140.66763848396502,5.677520767707893,2798.041259765625
8204c7fffffffff,145.48076923076923,14.697144615759285,2709.413330078125
8204cffffffffff,151.71929824561403,14.52745935000063,2386.203857421875
8204d7fffffffff,138.65597667638485,3.8072742194266174,2949.112060546875
8204dffffffffff,147.45481049562682,6.238685562817089,2586.98095703125
8204e7fffffffff,129.48214285714286,54.988921552495405,2159.357421875
8204effffffffff,153.52702702702703,24.733773135251905,2264.048583984375
8204f7fffffffff,153.8804664723032,16.188409969037323,2666.31494140625
820507fffffffff,65.6470588235294,3.4084669660748554,719.9781494140625
820517fffffffff,69.62433862433862,33.11491340146991,1692.3968505859375
820527fffffffff,69.6987951807229,6.197232891324157,405.5093688964844
820537fffffffff,76.015625,40.03762629836893,1548.1649169921875
820587fffffffff,145.77101449275364,8.162041707802382,2840.375732421875
82058ffffffffff,144.71666666666667,32.600070162753596,2334.08349609375
820597fffffffff,136.45797101449276,2.935171927390872,2996.97216796875
82059ffffffffff,144.9067055393586,14.971221377167279,2418.250244140625
8205a7fffffffff,149.97032640949556,26.95110780831691,2544.814453125
8205affffffffff,107.95454545454545,54.25928322236768,2166.334228515625
8205b7fffffffff,139.88338192419826,7.930128955716433,2794.0947265625
820607fffffffff,58.29446064139942,23.02180884891711,183.19107055664062
82060ffffffffff,55.416666666666664,6.52980409687105,193.09938049316406
820617fffffffff,52.48396501457726,4.350056061875812,191.93399047851562
82061ffffffffff,45.755102040816325,3.060514696722673,130.33892822265625
820627fffffffff,62.965986394557824,17.908984110295794,584.9756469726562
82062ffffffffff,58.0,2.3664319132398464,324.2567138671875
820637fffffffff,88.20294117647059,44.55433185335837,494.83514404296875
820657fffffffff,61.266666666666666,4.727830469928142,797.9898681640625
82065ffffffffff,64.5,0.7071067811865476,378.9750061035156
820687fffffffff,64.27844311377245,28.432370884000207,348.5052185058594
82068ffffffffff,115.025,50.04198446509711,944.4271850585938
820697fffffffff,62.776923076923076,5.14934388025676,284.7207336425781
82069ffffffffff,123.0,59.3548650070068,1695.729736328125
8206a7fffffffff,56.626822157434404,2.537573342443434,214.64535522460938
8206affffffffff,48.59183673469388,4.183949120421082,181.22010803222656
8206b7fffffffff,62.14577259475219,3.4483284238737877,228.79090881347656
8206c7fffffffff,57.27696793002915,36.15410033311062,413.5040588378906
8206cffffffffff,73.89682539682539,48.230493960259906,697.8048706054688
8206d7fffffffff,135.20253164556962,22.046493862723832,2160.7919921875
8206dffffffffff,115.24137931034483,39.54269748486964,1854.0682373046875
8206e7fffffffff,47.91545189504373,8.023822007318913,163.94393920898438
8206effffffffff,48.469255663430424,17.1582547935694,192.37196350097656
8206f7fffffffff,48.201166180758015,18.344742824016933,191.58578491210938
820707fffffffff,94.125,45.51118386883445,969.2046508789062
82071ffffffffff,67.20689655172414,19.934498650660917,646.5722045898438
820747fffffffff,93.1029900332226,47.863688648388774,1188.243408203125
82074ffffffffff,22.0,,1636.7005615234375
820757fffffffff,124.63492063492063,42.62791058544503,2035.1844482421875
82075ffffffffff,80.1875,48.117635741683834,2070.20068359375
820767fffffffff,116.55172413793103,47.56242980614047,2067.518798828125
820777fffffffff,140.1216216216216,17.644862423296484,2187.852783203125
820787fffffffff,68.52252252252252,17.11117801014362,266.39697265625
82078ffffffffff,57.85422740524781,4.769760795019274,190.67886352539062
820797fffffffff,67.8396501457726,4.910360439247409,183.8720703125
82079ffffffffff,61.32361516034985,2.9632637279933145,217.33673095703125
8207a7fffffffff,66.08928571428571,4.900006626022555,602.5745239257812
8207affffffffff,77.3,34.01079314246011,583.3450317382812
8207b7fffffffff,71.35820895522389,15.355163456509326,320.0820007324219
820807fffffffff,120.48905109489051,26.01812625739793,2977.166259765625
820817fffffffff,130.9174041297935,31.289150023895708,2921.428466796875
82081ffffffffff,136.90322580645162,26.765089556646956,3098.671630859375
82082ffffffffff,109.8344827586207,44.590733621507226,2730.168212890625
820837fffffffff,99.744,39.62951490509192,2839.28515625
820887fffffffff,105.09502262443439,7.387029334302757,2761.523193359375
82088ffffffffff,101.67965367965368,6.026858137535306,2945.497802734375
820897fffffffff,90.9672131147541,14.77719776447794,2635.209228515625
82089ffffffffff,105.17194570135747,8.113251243644116,2879.7568359375
8208a7fffffffff,112.62099125364432,10.093818510056458,2817.857421875
8208affffffffff,116.51394422310757,4.4491352846229,2958.722412109375
8208b7fffffffff,95.37900874635568,12.744994300363478,2587.282958984375
8208c7fffffffff,130.71246006389777,4.622312596134186,3130.743896484375
8208cffffffffff,136.2492668621701,5.82232324680963,3039.714111328125
8208d7fffffffff,115.79276315789474,7.231199380806396,3042.330078125
8208dffffffffff,128.55393586005832,6.728388010804981,3032.31494140625
8208e7fffffffff,130.52463768115942,38.07619505139898,2829.93017578125
8208effffffffff,124.04057971014493,40.66473215851082,2813.836669921875
8208f7fffffffff,128.6259842519685,6.2350115942778075,3083.44287109375
820907fffffffff,164.0,,2433.855712890625
82090ffffffffff,134.25,57.5057968092493,2079.06494140625
82092ffffffffff,165.0,,2007.9337158203125
820937fffffffff,83.66666666666667,6.350852961085883,1765.1292724609375
82094ffffffffff,129.93939393939394,36.34637137488709,2904.9375
82095ffffffffff,113.23357664233576,39.28370841293362,2950.512451171875
820967fffffffff,170.0,,1989.6104736328125
820977fffffffff,48.0,2.8284271247461903,1815.29345703125
820987fffffffff,106.42763157894737,34.39305373686394,2529.507080078125
82098ffffffffff,146.38709677419354,28.010024635403326,2645.441162109375
820997fffffffff,89.92592592592592,7.2638510972852925,2515.445556640625
82099ffffffffff,111.91923076923077,19.94928936388828,2735.015869140625
8209a7fffffffff,49.67857142857143,28.413681591573127,2153.951416015625
8209affffffffff,105.67857142857143,24.971334214805832,2824.456298828125
820a07fffffffff,153.02373887240356,15.286919604002254,2780.896484375
820a0ffffffffff,137.7725947521866,47.105588200751754,2404.63818359375
820a17fffffffff,131.2740524781341,39.10946696937734,2722.292236328125
820a1ffffffffff,148.6715542521994,6.64370867288266,2898.167724609375
820a27fffffffff,149.45189504373178,7.295948621073864,2831.606689453125
820a2ffffffffff,123.78885630498533,55.731784089563845,2682.64794921875
820a37fffffffff,136.92128279883383,12.402470353289921,2636.880859375
