h3_02,mean_DOY_peak,std_DOY_peak,mean_seasonality
820007fffffffff,74.0909090909091,7.245061013608449,202.8208465576172
82001ffffffffff,84.24369747899159,7.019303150688448,179.17710876464844
820027fffffffff,79.0,34.97141690009142,515.8314208984375
82002ffffffffff,71.16315789473684,9.359357738462862,370.1070861816406
82004ffffffffff,81.26984126984127,0.44744252492140135,264.4094543457031
820067fffffffff,76.77777777777777,4.154083563965734,190.50918579101562
82006ffffffffff,89.98961937716263,31.13261112084634,360.3677673339844
820087fffffffff,61.333333333333336,2.0816659994661326,688.2299194335938
82008ffffffffff,76.77777777777777,8.757536436946435,265.8489074707031
820097fffffffff,55.76767676767677,4.611052124013902,2090.482666015625
82009ffffffffff,60.5,5.799274001749565,695.7730712890625
8200a7fffffffff,60.30252100840336,6.601944528452076,325.9111633300781
8200affffffffff,74.42857142857143,5.692285692243178,175.06411743164062
8200b7fffffffff,53.26315789473684,0.6533762964749499,2040.976318359375
8200d7fffffffff,80.66666666666667,8.12403840463596,161.1583251953125
8200f7fffffffff,79.54545454545455,6.4713822232030065,172.08966064453125
82010ffffffffff,150.0,4.242640687119285,1260.59423828125
820127fffffffff,146.8356807511737,13.599259279615312,2814.975341796875
820137fffffffff,142.608,8.478526956661677,2825.60791015625
820157fffffffff,70.5925925925926,21.75758447149575,813.4877319335938
82015ffffffffff,70.78260869565217,7.415939838136799,497.7384033203125
820177fffffffff,149.0,,1345.61328125
820187fffffffff,80.69753086419753,46.265113630111365,1594.1868896484375
82018ffffffffff,62.44897959183673,16.412725277064993,956.0039672851562
820197fffffffff,72.36923076923077,41.49682564319274,2456.710205078125
82019ffffffffff,58.13559322033898,3.181073485685698,864.7510986328125
8201b7fffffffff,96.38333333333334,53.84664088374759,1862.759521484375
820207fffffffff,66.22988505747126,4.004942148713458,403.12786865234375
82020ffffffffff,63.21363636363636,5.501746958302626,504.5096740722656
820217fffffffff,62.04761904761905,4.166957016596754,486.05279541015625
82021ffffffffff,61.573459715639814,4.6371231713965475,687.689453125
820227fffffffff,87.0,8.771164878927618,147.96820068359375
82022ffffffffff,83.11347517730496,28.966563666682404,457.9806213378906
820247fffffffff,60.487046632124354,5.9460322977894915,411.9200134277344
82024ffffffffff,55.51393188854489,11.617438074355958,896.44775390625
820257fffffffff,59.983539094650205,5.269565727860518,421.1640930175781
82025ffffffffff,55.49242424242424,4.356711028153247,854.5017700195312
820267fffffffff,69.89814814814815,12.10772504991706,310.0882568359375
82026ffffffffff,68.0,,1293.522216796875
820277fffffffff,64.62595419847328,7.177909788563805,459.29443359375
82028ffffffffff,62.22314049586777,30.189302494710088,1495.8052978515625
82029ffffffffff,109.2051282051282,53.80565290978528,2517.30322265625
8202affffffffff,58.68840579710145,4.212946200480292,932.6465454101562
8202c7fffffffff,53.82746478873239,18.800660255927887,1036.9912109375
8202cffffffffff,63.39906103286385,32.86228266197727,1275.3802490234375
8202d7fffffffff,62.82330827067669,37.345035561497546,1169.119873046875
8202dffffffffff,101.62337662337663,56.40229832474665,1769.6688232421875
8202e7fffffffff,62.2112676056338,5.6866535123052895,680.5567626953125
8202effffffffff,55.56170212765957,5.589158965808803,863.8904418945312
8202f7fffffffff,56.81218274111675,7.733458568830835,1011.5342407226562
820347fffffffff,86.28125,26.693587426905893,291.5062561035156
82034ffffffffff,68.60349854227405,12.784547942222524,263.1683654785156
820357fffffffff,86.36140350877193,18.461777743756066,258.7352600097656
82035ffffffffff,81.56569343065694,26.323523757226084,403.349609375
820367fffffffff,86.30529595015577,22.14018412559536,235.36746215820312
82036ffffffffff,67.75510204081633,4.910731943463355,212.18267822265625
820377fffffffff,81.38,2.5546276536864614,255.6602325439453
820407fffffffff,82.109375,45.48465768416499,1505.353515625
820417fffffffff,141.3918918918919,46.410859696433285,2195.39208984375
82041ffffffffff,137.3846153846154,51.31108718839989,2100.1435546875
820427fffffffff,56.44444444444444,1.8782379449307742,1555.5836181640625
82042ffffffffff,65.5,5.80640040940045,666.3612060546875
820437fffffffff,57.43181818181818,3.76271628303789,1825.344970703125
82045ffffffffff,119.57894736842105,58.08835778313517,1700.8116455078125
820487fffffffff,140.6086956521739,14.632133910352078,2268.539794921875
82048ffffffffff,144.07871720116617,7.6515630470555385,2812.51025390625
820497fffffffff,136.1399416909621,9.69042494780826,2549.75830078125
82049ffffffffff,141.64927536231883,12.619033510567109,2378.26611328125
8204a7fffffffff,140.69096209912536,9.078804115046102,2641.463134765625
8204affffffffff,147.46376811594203,11.95799298482581,2651.930419921875
8204b7fffffffff,132.46355685131195,3.9326547365271263,2738.163330078125
8204c7fffffffff,137.40705128205127,27.146103714973798,2585.520751953125
8204cffffffffff,152.23391812865498,23.84611507055367,2296.596435546875
8204d7fffffffff,133.49562682215745,5.889763009219942,2880.8349609375
8204dffffffffff,144.18950437317784,21.277523092101728,2534.42626953125
8204e7fffffffff,130.37037037037038,54.95737500813486,2087.19091796875
8204effffffffff,148.28378378378378,32.97841563531553,2155.99169921875
8204f7fffffffff,157.95043731778426,9.47791483878363,2594.19921875
820507fffffffff,64.38888888888889,5.403037151224887,597.867431640625
820517fffffffff,58.08465608465608,4.965115275089078,1738.486083984375
820527fffffffff,71.03571428571429,6.683515207931003,323.43121337890625
820537fffffffff,57.88671875,4.635631329023853,1504.209228515625
820587fffffffff,139.22028985507245,7.534659829942497,2677.53759765625
82058ffffffffff,142.59832635983264,35.49194720658322,2173.160400390625
820597fffffffff,131.1710144927536,6.444510496351142,2794.406982421875
82059ffffffffff,141.7871720116618,10.50305769414154,2307.935791015625
8205a7fffffffff,146.9080118694362,24.165115818544468,2400.8212890625
8205affffffffff,111.24025974025975,49.860335027779556,2032.6810302734375
8205b7fffffffff,135.9008746355685,4.460558057031008,2739.50390625
820607fffffffff,54.91253644314869,19.26267913064885,170.7870330810547
82060ffffffffff,54.35294117647059,7.582904104406258,169.17996215820312
820617fffffffff,50.822157434402335,3.541793745294362,184.5325469970703
82061ffffffffff,47.542274052478135,3.1227972476326147,124.52115631103516
820627fffffffff,73.95205479452055,35.69436006677088,544.6664428710938
82062ffffffffff,57.90909090909091,5.127466147222143,278.2657470703125
820637fffffffff,95.14369501466275,49.66511259082829,469.54998779296875
820657fffffffff,52.0625,7.962150044638278,624.10791015625
82065ffffffffff,41.5,0.7071067811865476,333.48663330078125
820687fffffffff,59.808383233532936,21.277780747398744,324.5605773925781
82068ffffffffff,95.13389121338912,51.846643428430724,868.551513671875
820697fffffffff,64.94615384615385,8.605308924238237,241.4825897216797
82069ffffffffff,104.8,59.55837472597787,1575.8677978515625
8206a7fffffffff,56.69387755102041,2.215612559587567,201.6287384033203
8206affffffffff,47.72594752186589,3.8873911737293523,173.47938537597656
8206b7fffffffff,59.68804664723032,2.464734301928754,213.80538940429688
8206c7fffffffff,50.61224489795919,28.98988675097898,337.3275451660156
8206cffffffffff,66.72908366533865,49.37641451904919,596.0191040039062
8206d7fffffffff,137.23417721518987,41.95268304038332,1982.144775390625
8206dffffffffff,122.28070175438596,50.92948710365739,1643.264404296875
8206e7fffffffff,45.565597667638485,6.173010973660277,129.67471313476562
8206effffffffff,46.66019417475728,9.8852704914659,171.4630584716797
8206f7fffffffff,49.708454810495624,19.47249112885413,168.85012817382812
820707fffffffff,62.125,14.485830515171912,812.6372680664062
82071ffffffffff,82.06896551724138,39.81468773713931,600.3341064453125
820747fffffffff,85.03986710963456,46.11382734042232,1220.1693115234375
82074ffffffffff,33.0,,1767.6817626953125
820757fffffffff,117.58064516129032,46.9612845033001,1874.88134765625
82075ffffffffff,101.84684684684684,58.24684122503565,2057.865966796875
820767fffffffff,82.60714285714286,54.93655551884494,2135.627685546875
820777fffffffff,115.74666666666667,46.425206728886195,2255.2744140625
820787fffffffff,69.990990990991,26.16726623489259,262.86602783203125
82078ffffffffff,57.03790087463557,6.440575709036393,178.8218994140625
820797fffffffff,68.71137026239067,6.288489823259774,184.02139282226562
82079ffffffffff,58.533527696793,2.513917070914497,205.43450927734375
8207a7fffffffff,68.66071428571429,14.560565405747983,599.4617309570312
8207affffffffff,103.52669039145907,46.982597455336894,588.5277709960938
8207b7fffffffff,76.03980099502488,25.663172211560266,308.3616027832031
820807fffffffff,126.4748201438849,17.16810783394175,2918.387451171875
820817fffffffff,134.79351032448378,13.400250121607382,2887.891845703125
82081ffffffffff,133.29912023460412,18.02608320446582,3042.198486328125
82082ffffffffff,126.65306122448979,29.32217195164743,2636.7451171875
820837fffffffff,124.56692913385827,33.33442630379102,2656.474853515625
820887fffffffff,108.11210762331838,7.381556425825405,2280.160400390625
82088ffffffffff,108.77826086956522,9.645165611312288,2839.104248046875
820897fffffffff,107.6,17.806112071944398,2010.8201904296875
82089ffffffffff,112.62612612612612,12.766253674786414,2652.789794921875
8208a7fffffffff,111.85131195335276,9.246054462717963,2459.2041015625
