,h3_02,mean_DOY_peak,std_DOY_peak,mean_seasonality,year,lng,lat,season
56,820407fffffffff,62.421875,10.110888630463585,1662.0546875,2010,145.35623807779035,74.92809813217185,spring
57,820417fffffffff,134.21719457013575,50.171776503810726,2366.0458984375,2010,140.25196935533737,72.15974671641375,spring
58,82041ffffffffff,80.61538461538461,48.66964808995193,2292.60888671875,2010,150.44663558978107,72.15775484067512,spring
59,820427fffffffff,63.333333333333336,3.708099243547832,1742.57421875,2010,138.12181196323934,77.53621054724321,spring
60,82042ffffffffff,70.5,6.676183683170241,762.132568359375,2010,152.6080209485134,77.5333859517731,spring
61,820437fffffffff,73.74418604651163,35.37694502359775,1998.0828857421875,2010,133.51289372530482,74.61826538942125,spring
62,82045ffffffffff,104.6842105263158,56.56761208361287,1764.5791015625,2010,-2.2821235703406755,72.32379757589489,spring
63,820487fffffffff,146.30144927536233,7.85120515030016,2377.66650390625,2010,141.41023435468665,66.81741024982676,spring
64,82048ffffffffff,142.4139941690962,5.408789908008237,2844.890380859375,2010,149.27121399307745,66.81587330058628,spring
65,820497fffffffff,143.86880466472303,8.545902237811044,2546.16796875,2010,138.31087149039766,64.06395020026714,spring
66,82049ffffffffff,144.20579710144926,8.340219938437066,2388.707763671875,2010,145.3378314048301,64.23206401198084,spring
67,8204a7fffffffff,143.82798833819243,7.147741497458024,2750.489501953125,2010,136.51914639066302,69.3106305820324,spring
68,8204affffffffff,149.1391304347826,13.475788122433803,2795.03515625,2010,145.34464633412134,69.53336574967494,spring
69,8204b7fffffffff,140.66763848396502,5.677520767707893,2798.041259765625,2010,133.69275208496666,66.4339871821042,spring
70,8204c7fffffffff,145.48076923076923,14.697144615759283,2709.413330078125,2010,162.59218127373333,68.65138731238959,spring
71,8204cffffffffff,151.71929824561403,14.52745935000063,2386.203857421875,2010,170.31466560536066,67.61775040716934,spring
72,8204d7fffffffff,138.65597667638485,3.807274219426618,2949.112060546875,2010,156.98680434582636,66.42946046556318,spring
73,8204dffffffffff,147.45481049562682,6.238685562817089,2586.98095703125,2010,164.29827353991445,65.6850059867391,spring
74,8204e7fffffffff,129.48214285714286,54.988921552495405,2159.357421875,2010,160.3292494061267,71.63800066488427,spring
75,8204effffffffff,153.52702702702703,24.733773135251905,2264.048583984375,2010,169.38287366939764,70.65331287140187,spring
76,8204f7fffffffff,153.8804664723032,16.188409969037323,2666.31494140625,2010,154.1687330972414,69.30719081803073,spring
77,820507fffffffff,65.6470588235294,3.4084669660748554,719.9781494140625,2010,112.50600083489465,78.53263443506262,spring
78,820517fffffffff,69.62433862433862,33.11491340146991,1692.3968505859375,2010,112.90648089769753,75.44139360788142,spring
79,820527fffffffff,69.6987951807229,6.197232891324157,405.5093688964844,2010,97.47034403957942,79.62175354529667,spring
80,820537fffffffff,76.015625,40.03762629836893,1548.1649169921875,2010,101.25148891795493,76.65336305345963,spring
81,820587fffffffff,145.77101449275364,8.162041707802382,2840.375732421875,2010,121.30468197718633,70.6624473419216,spring
82,82058ffffffffff,144.71666666666667,32.6000701627536,2334.08349609375,2010,130.36523685183238,71.64379692362567,spring
83,820597fffffffff,136.45797101449276,2.935171927390872,2996.97216796875,2010,120.36391834325843,67.62721835582632,spring
84,82059ffffffffff,144.9067055393586,14.97122137716728,2418.250244140625,2010,128.09183015082536,68.65803666709097,spring
85,8205a7fffffffff,149.97032640949556,26.95110780831691,2544.814453125,2010,113.16927616678419,72.3585989884379,spring
86,8205affffffffff,107.95454545454544,54.25928322236768,2166.334228515625,2010,122.59787947263261,73.72634973537397,spring
87,8205b7fffffffff,139.88338192419826,7.930128955716433,2794.0947265625,2010,113.35497446524874,69.30208292266896,spring
88,820607fffffffff,58.29446064139942,23.02180884891711,183.19107055664065,2010,-31.008870106666503,69.66549469277899,spring
89,82060ffffffffff,55.41666666666666,6.52980409687105,193.0993804931641,2010,-34.19556722528124,67.01790634759566,spring
90,820617fffffffff,52.48396501457726,4.350056061875812,191.9339904785156,2010,-35.89826884546492,72.0810831264686,spring
91,82061ffffffffff,45.755102040816325,3.060514696722673,130.33892822265625,2010,-38.8909192139255,69.34604431369523,spring
92,820627fffffffff,62.965986394557824,17.908984110295794,584.9756469726562,2010,-23.304965141669246,69.63220295697577,spring
93,82062ffffffffff,58.0,2.3664319132398464,324.2567138671875,2010,-27.200673589565397,67.18795496423677,spring
94,820637fffffffff,88.20294117647059,44.55433185335837,494.8351440429688,2010,-27.012152024488625,72.19380007943417,spring
95,820657fffffffff,61.266666666666666,4.727830469928142,797.9898681640625,2010,-36.78107665417614,64.2832834100056,spring
96,82065ffffffffff,64.5,0.7071067811865476,378.9750061035156,2010,-38.91280926919636,61.489033634216646,spring
97,820687fffffffff,64.27844311377245,28.432370884000207,348.5052185058594,2010,-52.20350110539289,73.54761450567398,spring
98,82068ffffffffff,115.025,50.04198446509711,944.4271850585938,2010,-53.25415560628189,70.60059655965838,spring
99,820697fffffffff,62.77692307692308,5.14934388025676,284.7207336425781,2010,-61.476488957740564,75.22556678728911,spring
100,82069ffffffffff,123.0,59.3548650070068,1695.729736328125,2010,-61.20901789912342,72.2723075808627,spring
101,8206a7fffffffff,56.6268221574344,2.537573342443434,214.64535522460935,2010,-42.292283384734326,74.36702721493397,spring
102,8206affffffffff,48.59183673469388,4.183949120421082,181.22010803222656,2010,-44.78118427602579,71.55062396803811,spring
103,8206b7fffffffff,62.14577259475219,3.448328423873788,228.79090881347656,2010,-50.75110149285226,76.42344629815807,spring
104,8206c7fffffffff,57.27696793002915,36.15410033311062,413.5040588378906,2010,-48.1256026015061,65.70351202371445,spring
105,8206cffffffffff,73.89682539682539,48.23049396025991,697.8048706054688,2010,-49.299390814075515,62.71545710339801,spring
106,8206d7fffffffff,135.20253164556962,22.046493862723832,2160.7919921875,2010,-54.04895961086875,67.59908414424626,spring
107,8206dffffffffff,115.24137931034484,39.54269748486964,1854.0682373046875,2010,-54.670971180380015,64.56024975185825,spring
108,8206e7fffffffff,47.91545189504373,8.023822007318913,163.94393920898438,2010,-41.23996085457813,66.52589354407884,spring
109,8206effffffffff,48.46925566343042,17.1582547935694,192.37196350097656,2010,-43.12700437328599,63.6465346293665,spring
110,8206f7fffffffff,48.201166180758015,18.344742824016933,191.58578491210935,2010,-46.65998656576327,68.65540441085689,spring
111,820707fffffffff,94.125,45.51118386883445,969.2046508789062,2010,-10.762282827293989,71.32892288551375,spring
112,82071ffffffffff,67.20689655172414,19.93449865066092,646.5722045898438,2010,-18.531072773487434,71.92331408016146,spring
113,820747fffffffff,93.1029900332226,47.86368864838877,1188.243408203125,2010,-18.206668513468127,64.51280861417335,spring
114,82074ffffffffff,22.0,,1636.7005615234375,2010,-21.7276452982623,62.21974289892692,spring
115,820757fffffffff,124.63492063492065,42.62791058544503,2035.1844482421875,2010,-20.45523579016889,67.06142415833592,spring
116,82075ffffffffff,80.1875,48.11763574168384,2070.20068359375,2010,-24.17571335508551,64.69508261452164,spring
117,820767fffffffff,116.55172413793105,47.56242980614047,2067.518798828125,2010,-12.607850238465515,64.11555395666396,spring
118,820777fffffffff,140.1216216216216,17.644862423296484,2187.852783203125,2010,-14.119138168064163,66.67651299242998,spring
119,820787fffffffff,68.52252252252252,17.11117801014362,266.39697265625,2010,-26.692002881941335,77.16158793213498,spring
120,82078ffffffffff,57.85422740524781,4.769760795019274,190.67886352539065,2010,-31.9808924848349,74.6999553973599,spring
121,820797fffffffff,67.8396501457726,4.910360439247409,183.8720703125,2010,-33.84526876489952,79.64922627565815,spring
122,82079ffffffffff,61.32361516034985,2.9632637279933145,217.33673095703125,2010,-38.85469491605136,77.0785221528202,spring
123,8207a7fffffffff,66.08928571428571,4.900006626022555,602.5745239257812,2010,-15.292503107342862,76.71846832535537,spring
124,8207affffffffff,77.3,34.01079314246011,583.3450317382812,2010,-21.909516442607956,74.5625977012871,spring
125,8207b7fffffffff,71.35820895522389,15.355163456509326,320.0820007324219,2010,-19.04023205483638,79.3680793211127,spring
126,820807fffffffff,120.48905109489051,26.01812625739793,2977.166259765625,2010,10.53659686418025,64.69730258678455,spring
127,820817fffffffff,130.9174041297935,31.289150023895708,2921.428466796875,2010,11.94478577938835,62.75127730984389,spring
128,82081ffffffffff,136.90322580645162,26.76508955664696,3098.671630859375,2010,15.308668367975976,64.6386449729579,spring
129,82082ffffffffff,109.8344827586207,44.590733621507226,2730.168212890625,2010,12.088988135485756,66.63358834072493,spring
130,820837fffffffff,99.744,39.62951490509192,2839.28515625,2010,6.840723404369669,63.44410259106841,spring
131,820887fffffffff,105.0950226244344,7.387029334302757,2761.523193359375,2010,18.26551705615705,60.172836353390196,spring
132,82088ffffffffff,101.67965367965368,6.026858137535306,2945.497802734375,2010,21.85490355112463,61.967294915119965,spring
133,820897fffffffff,90.9672131147541,14.77719776447794,2635.209228515625,2010,19.2374562947838,57.93110980610365,spring
134,82089ffffffffff,105.17194570135749,8.113251243644116,2879.7568359375,2010,23.12577615125859,59.51049188224957,spring
135,8208a7fffffffff,112.62099125364432,10.093818510056458,2817.857421875,2010,13.222210684075648,60.705183446773304,spring
136,8208affffffffff,116.51394422310756,4.4491352846229,2958.722412109375,2010,17.06930330010998,62.3737773853926,spring
137,8208b7fffffffff,95.37900874635568,12.744994300363478,2587.282958984375,2010,14.4004347906957,58.542868742616,spring
138,8208c7fffffffff,130.71246006389777,4.622312596134186,3130.743896484375,2010,23.835254349452274,66.46938872793935,spring
139,8208cffffffffff,136.2492668621701,5.82232324680963,3039.714111328125,2010,27.914570375026077,68.45363977635107,spring
140,8208d7fffffffff,115.79276315789474,7.231199380806396,3042.330078125,2010,25.309116030291367,63.98780546257789,spring
141,8208dffffffffff,128.55393586005832,6.728388010804981,3032.31494140625,2010,29.391836059926728,65.95896010544584,spring
142,8208e7fffffffff,130.52463768115942,38.07619505139898,2829.93017578125,2010,18.138835992647785,66.72336888522933,spring
143,8208effffffffff,124.04057971014493,40.66473215851082,2813.836669921875,2010,21.00451790912321,68.71288523291256,spring
144,8208f7fffffffff,128.6259842519685,6.235011594277808,3083.44287109375,2010,20.243271537522617,64.40654690315321,spring
145,820907fffffffff,164.0,,2433.855712890625,2010,-3.0288073621101375,65.31290738299595,spring
146,82090ffffffffff,134.25,57.5057968092493,2079.06494140625,2010,1.880011752244504,66.90481289906208,spring
147,82092ffffffffff,165.0,,2007.9337158203125,2010,-3.3954246941241704,67.86644695849904,spring
148,820937fffffffff,83.66666666666667,6.350852961085883,1765.1292724609375,2010,-7.263892550047091,63.55358888888223,spring
149,82094ffffffffff,129.93939393939394,36.34637137488709,2904.9375,2010,16.424848845664183,70.71955145403477,spring
150,82095ffffffffff,113.23357664233576,39.28370841293362,2950.512451171875,2010,14.005249605187847,68.6393295170307,spring
151,820967fffffffff,170.0,,1989.6104736328125,2010,2.5940914786100433,71.97034075437851,spring
152,820977fffffffff,48.0,2.8284271247461903,1815.29345703125,2010,2.132453158481108,69.44875886064803,spring
153,820987fffffffff,106.42763157894736,34.39305373686394,2529.507080078125,2010,4.803641118134155,59.595576358371616,spring
154,82098ffffffffff,146.38709677419354,28.01002463540333,2645.441162109375,2010,8.192792597323043,61.1319558167144,spring
155,820997fffffffff,89.92592592592592,7.2638510972852925,2515.445556640625,2010,6.160436605489148,57.16419502948974,spring
156,82099ffffffffff,111.91923076923077,19.94928936388828,2735.015869140625,2010,9.537844092015307,58.959309858951855,spring
157,8209a7fffffffff,49.67857142857143,28.413681591573127,2153.951416015625,2010,-0.006478770599090957,60.4725221789412,spring
158,8209affffffffff,105.67857142857144,24.971334214805832,2824.456298828125,2010,3.335533478682387,62.03772991675503,spring
159,820a07fffffffff,153.02373887240356,15.286919604002254,2780.896484375,2010,89.56635976458568,64.43597107672116,spring
160,820a0ffffffffff,137.7725947521866,47.10558820075176,2404.63818359375,2010,93.80140956624302,66.60591875229996,spring
161,820a17fffffffff,131.2740524781341,39.10946696937734,2722.292236328125,2010,92.09796219487198,61.76886195434149,spring
162,820a1ffffffffff,148.6715542521994,6.64370867288266,2898.167724609375,2010,96.09470470061726,63.86093540515616,spring
163,820a27fffffffff,149.45189504373178,7.295948621073864,2831.606689453125,2010,82.83461996926994,64.71030243459897,spring
164,820a2ffffffffff,123.78885630498532,55.731784089563845,2682.64794921875,2010,86.49391458090861,67.05121076717806,spring
165,820a37fffffffff,136.92128279883383,12.40247035328992,2636.880859375,2010,85.9678044739799,62.1625574576401,spring
166,820a47fffffffff,159.21865889212827,26.01712215022631,2512.217041015625,2010,96.48102927532071,71.5794342278688,spring
167,820a4ffffffffff,129.9672619047619,51.04164643980859,2213.877685546875,2010,103.67051675385574,73.64891911718136,spring
168,820a57fffffffff,125.27405247813412,50.450608092680255,2137.63623046875,2010,98.97293851306902,68.69408678968163,spring
169,820a5ffffffffff,152.14285714285714,14.549974377502007,2303.94970703125,2010,105.34569180442764,70.64246766854492,spring
170,820a67fffffffff,78.73177842565597,49.73800727105772,2452.343994140625,2010,87.0925418218209,72.0650115458757,spring
171,820a6ffffffffff,81.57142857142857,46.77473120974761,2013.6650390625,2010,93.07564447282104,74.44439103064776,spring
172,820a77fffffffff,78.60349854227405,49.51631770152709,2033.1923828125,2010,90.88938119893164,69.35251579620392,spring
173,820a87fffffffff,122.50434782608696,36.93694515099981,2464.21826171875,2010,99.57027052919483,58.34549071045291,spring
174,820a8ffffffffff,132.4198250728863,12.669153171170288,2638.88818359375,2010,103.55411437498603,60.19967867785863,spring
175,820a97fffffffff,139.80174927113703,13.407962083161664,2549.3896484375,2010,101.00058581649775,55.53136422075655,spring
176,820a9ffffffffff,135.88563049853371,13.137792319403326,2467.163330078125,2010,104.56650236801015,57.44879079523691,spring
177,820aa7fffffffff,132.78425655976676,33.141025748710234,2594.923583984375,2010,94.26717594349815,59.03694892102179,spring
178,820aaffffffffff,135.88724035608308,12.733966942311822,2840.134033203125,2010,97.95227829896592,61.12120887788697,spring
179,820ab7fffffffff,139.91304347826087,11.705617726111182,2651.909912109375,2010,96.12894856877296,56.25185263179176,spring
180,820ac7fffffffff,135.231884057971,4.61967772816457,2802.6669921875,2010,107.50892161394687,64.71737638364205,spring
181,820acffffffffff,137.65797101449274,5.1820465393864135,2698.31494140625,2010,113.49315519937542,66.28867181896995,spring
182,820ad7fffffffff,133.36521739130436,5.688110460132909,2988.043701171875,2010,108.24678737282737,61.835153283062986,spring
183,820adffffffffff,127.43148688046648,7.614264072999135,2988.89208984375,2010,113.59998197501601,63.333731096521625,spring
184,820ae7fffffffff,141.97084548104957,7.460168784211223,2734.78125,2010,100.868867973063,65.82052367147945,spring
185,820aeffffffffff,143.08163265306123,5.594931469228503,2641.94091796875,2010,106.57249909640429,67.65866469000346,spring
186,820af7fffffffff,136.21574344023324,5.128191485367216,2899.170654296875,2010,102.35678667734467,62.982800814859715,spring
187,820b07fffffffff,129.98833819241983,29.874197894870747,2773.35791015625,2010,73.24121133849386,62.10441377139959,spring
188,820b0ffffffffff,151.04956268221574,3.967763903383022,2643.896728515625,2010,75.96875634606971,64.68544770991656,spring
189,820b17fffffffff,113.18950437317784,21.593173751850664,2593.4482421875,2010,76.83879462007404,59.709908899208806,spring
190,820b1ffffffffff,132.94169096209913,10.71764597026709,2705.685302734375,2010,79.63285876822725,62.27960089735759,spring
191,820b27fffffffff,109.08695652173913,23.085117481627552,2739.11376953125,2010,66.9489024855575,61.63632357862579,spring
192,820b2ffffffffff,135.1536231884058,19.151238496824465,2887.4169921875,2010,69.14117254912858,64.34163813657105,spring
193,820b37fffffffff,113.5159420289855,10.589068836958182,2682.322021484375,2010,70.88605067803526,59.404693347181045,spring
194,820b47fffffffff,77.4271186440678,51.976387334144384,2369.039794921875,2010,74.48491131476308,69.48814549522099,spring
195,820b4ffffffffff,57.82995951417004,26.20346113019436,2177.5,2010,77.6547922243911,72.08748631672367,spring
196,820b57fffffffff,135.43154761904762,53.916309541850616,2611.966064453125,2010,79.11755032637947,67.1501876569791,spring
197,820b5ffffffffff,63.24269005847953,40.19946078354558,2578.498291015625,2010,82.61459602329523,69.61422657906944,spring
198,820b67fffffffff,104.188679245283,57.92009144128815,2495.196044921875,2010,66.69726107465343,69.00769662604566,spring
199,820b6ffffffffff,101.33495145631068,58.14959213201399,2156.9345703125,2010,68.65711564805213,71.67722323321362,spring
200,820b77fffffffff,145.13398692810458,39.06738636211849,2696.09375,2010,71.72178093238799,66.93052625723003,spring
201,820b87fffffffff,137.7201166180758,22.21210428110195,2730.019287109375,2010,85.55367573661503,57.10479643665914,spring
202,820b8ffffffffff,112.90379008746356,37.23089898719079,2565.266845703125,2010,88.64872636846694,59.51237976643397,spring
203,820b97fffffffff,150.2173913043478,8.464477011717907,2945.845947265625,2010,87.95515739353898,54.39128839713339,spring
204,820b9ffffffffff,142.88921282798833,14.787163518880282,2771.693603515625,2010,90.95911004359834,56.78564129441881,spring
205,820ba7fffffffff,121.93586005830905,19.172698434672903,2704.53857421875,2010,79.9972863440123,57.18778483521963,spring
206,820baffffffffff,115.37026239067056,18.7795752460533,2695.701171875,2010,82.8018205418223,59.74322043579158,spring
207,820bb7fffffffff,151.49854227405248,11.292981476003568,2828.439453125,2010,82.77638297707874,54.56670630732072,spring
208,820c07fffffffff,131.9751552795031,9.170554470175448,3036.447998046875,2010,-158.92931299614517,64.42840191890964,spring
209,820c0ffffffffff,126.4198250728863,15.394571192194125,2571.625732421875,2010,-155.46533790112446,62.24777821523942,spring
210,820c17fffffffff,147.20353982300884,12.158300583225468,2798.004638671875,2010,-165.43567219227404,63.84395191164781,spring
211,820c1ffffffffff,131.66763848396502,10.09923145520901,2737.665283203125,2010,-161.43789646970902,61.81924877934328,spring
212,820c27fffffffff,137.31195335276968,11.137579423421515,2859.248779296875,2010,-155.83731566947213,67.03202336759767,spring
213,820c2ffffffffff,117.51895043731778,7.565624555751428,2930.68310546875,2010,-152.3350073637178,64.71217874684937,spring
214,820c37fffffffff,146.14661654135338,13.27123175453557,2819.73779296875,2010,-163.13997039532583,66.58836243674328,spring
215,820c47fffffffff,96.66129032258064,53.67256389518601,1846.4798583984373,2010,-147.15570011772118,60.16054936645413,spring
216,820c57fffffffff,119.5053380782918,42.83991138083081,2178.886474609375,2010,-152.5853161604967,60.081952348582305,spring
217,820c5ffffffffff,101.12,48.15973421853572,2147.86083984375,2010,-150.1645393156498,57.955833120172514,spring
218,820c67fffffffff,122.72886297376094,33.19117864631296,2311.16845703125,2010,-143.65293642820149,62.32660787780369,spring
219,820c6ffffffffff,72.37244897959184,45.82652972670149,868.8848876953125,2010,-141.87351831433375,60.02326251634706,spring
220,820c77fffffffff,132.86297376093293,27.72486796021922,2473.341064453125,2010,-149.49472517142695,62.413031477169696,spring
221,820c87fffffffff,157.0,8.228869042236953,1811.2139892578125,2010,-172.89571491195494,60.18474003004595,spring
222,820c8ffffffffff,165.0,1.4142135623730951,2644.07373046875,2010,-168.8043961836579,58.45967814674218,spring
223,820ca7fffffffff,155.25,31.77766145332064,2152.826416015625,2010,-171.69541266277164,62.96751536691406,spring
224,820caffffffffff,143.8265306122449,11.59365762465021,2430.036376953125,2010,-167.28529355822707,61.12761941732864,spring
225,820cc7fffffffff,131.76,33.15191894490769,2475.939453125,2010,-160.25938905522116,57.316846852008176,spring
226,820ccffffffffff,129.6551724137931,40.52746598410218,2233.363037109375,2010,-157.45599317218168,55.41136093494276,spring
227,820cdffffffffff,120.03252032520324,38.41894489965143,2064.22021484375,2010,-162.01280193683604,54.86801040399959,spring
228,820ce7fffffffff,135.3975903614458,16.83037087839115,2556.027587890625,2010,-158.06871013969382,59.77393276884467,spring
229,820ceffffffffff,128.82745098039214,35.53053515662674,2315.961669921875,2010,-155.20927250452954,57.73990465908398,spring
230,820cf7fffffffff,132.64102564102564,10.8528254214581,2336.00830078125,2010,-163.50656868925532,59.231666860273776,spring
231,820d07fffffffff,65.65306122448979,35.944141282231335,2047.4764404296875,2010,-156.4268921817178,72.04594478121288,spring
232,820d0ffffffffff,137.50943396226415,39.723788917822766,2560.238525390625,2010,-151.95774513486154,69.59429784557749,spring
233,820d1ffffffffff,149.94136807817588,14.665880619021689,2647.64990234375,2010,-160.22558741833407,69.33427290780514,spring
234,820d47fffffffff,120.09620991253644,10.382427950852264,2870.3359375,2010,-141.43546875781576,66.91033801512347,spring
235,820d4ffffffffff,127.64809384164222,10.444499151818832,2781.240478515625,2010,-139.55747316103148,64.41986890510786,spring
236,820d57fffffffff,128.55393586005832,12.639253830336935,2714.84619140625,2010,-148.52543954495053,67.13326815412599,spring
237,820d5ffffffffff,121.00874635568512,20.009133423354573,2743.5234375,2010,-145.82462300715434,64.7021741808188,spring
238,820d67fffffffff,137.4920634920635,32.68215786537035,2688.118896484375,2010,-136.16266043087353,68.98851817485719,spring
239,820d6ffffffffff,127.45454545454544,8.970629437969723,2860.87158203125,2010,-134.78635985569534,66.3429362801917,spring
240,820d77fffffffff,142.79150579150578,22.12357307733766,2230.76416015625,2010,-143.836049436964,69.46696416894697,spring
241,820d87fffffffff,113.8265306122449,59.356122188321535,2162.066650390625,2010,-55.107974372518164,67.73520281304127,spring
242,820d8ffffffffff,129.63636363636363,52.94995583854114,2315.64013671875,2010,-170.20402854406743,65.8048166095022,spring
243,820d97fffffffff,147.57361963190183,29.53379983517369,2355.9736328125,2010,56.41744398030799,66.25357379237593,spring
244,820d9ffffffffff,140.8512396694215,43.24478025477464,1788.4013671875,2010,-56.15354300224047,64.76815932111751,spring
